package_name,version,epoch,repository,languages,Programming language
pixi,0.31.0,0,https://github.com/prefix-dev/pixi,"{'Rust': 1581350, 'Python': 120334, 'Shell': 8023, 'PowerShell': 4800, 'HTML': 1155, 'Batchfile': 44}",Python
pnpm,9.12.1,0,https://github.com/pnpm/pnpm,"{'TypeScript': 3874727, 'JavaScript': 28294, 'Shell': 2229, 'Batchfile': 689}",JavaScript
podman,5.2.3,1,https://github.com/containers/podman,"{'Go': 8083548, 'Shell': 1368255, 'Perl': 211387, 'Python': 108784, 'C': 54393, 'PowerShell': 47517, 'Makefile': 46641, 'Dockerfile': 4348, 'Ruby': 3511, 'Awk': 570, 'HTML': 404}",Python
portaudio,19.7.0,0,https://github.com/PortAudio/portaudio,"{'C': 3164681, 'C++': 704876, 'Shell': 334565, 'Makefile': 131041, 'CMake': 48748, 'Python': 20325, 'M4': 7535}",Python
postgres-operator,1.13.0,2,https://github.com/zalando/postgres-operator.git,"{'Go': 1150284, 'Python': 207762, 'Pug': 92922, 'Shell': 29165, 'JavaScript': 11073, 'HTML': 5278, 'Makefile': 5037, 'CSS': 4289, 'Dockerfile': 4110, 'Mustache': 3726}",Python
postgresql-16,16.4,3,https://github.com/postgres/postgres,"{'C': 46741515, 'PLpgSQL': 3779859, 'Perl': 2252549, 'Yacc': 684943, 'Makefile': 361593, 'Meson': 359156, 'Python': 268905, 'Lex': 226171, 'M4': 188573, 'Ruby': 164002, 'Shell': 75380, 'PLSQL': 54772, 'C++': 29300, 'Roff': 17748, 'XS': 6998, 'Emacs Lisp': 4164, 'DTrace': 3452, 'Assembly': 2468, 'Starlark': 1640, 'sed': 581}",Python
postgresql-17,17,0,https://github.com/postgres/postgres,"{'C': 46741515, 'PLpgSQL': 3779859, 'Perl': 2252549, 'Yacc': 684943, 'Makefile': 361593, 'Meson': 359156, 'Python': 268905, 'Lex': 226171, 'M4': 188573, 'Ruby': 164002, 'Shell': 75380, 'PLSQL': 54772, 'C++': 29300, 'Roff': 17748, 'XS': 6998, 'Emacs Lisp': 4164, 'DTrace': 3452, 'Assembly': 2468, 'Starlark': 1640, 'sed': 581}",Python
prism,5.11.2,0,https://github.com/stoplightio/prism,"{'TypeScript': 578518, 'Dockerfile': 2995, 'JavaScript': 2623, 'Shell': 777}",JavaScript
proj,9.5.0,1,https://github.com/OSGeo/PROJ,"{'C++': 7993531, 'C': 618804, 'Python': 435298, 'CMake': 93646, 'Yacc': 74331, 'Shell': 59262, 'M4': 21721, 'Makefile': 2057, 'Batchfile': 2056, 'Dockerfile': 1427, 'PLpgSQL': 58}",Python
prometheus-2.54,2.54.1,1,https://github.com/prometheus/prometheus,"{'Go': 7045860, 'TypeScript': 1118316, 'Yacc': 35748, 'Shell': 19069, 'SCSS': 18605, 'CSS': 10898, 'JavaScript': 8143, 'Makefile': 6812, 'Lex': 6418, 'HTML': 4562, 'Dockerfile': 850}",JavaScript
prometheus-alertmanager,0.27.0,10,https://github.com/prometheus/alertmanager,"{'Go': 1252000, 'Elm': 223779, 'HTML': 12371, 'TypeScript': 11362, 'Makefile': 6227, 'JavaScript': 2957, 'Shell': 2750, 'CSS': 2085, 'Dockerfile': 1323, 'Procfile': 621}",JavaScript
prometheus-pushgateway,1.10.0,0,https://github.com/prometheus/pushgateway,"{'Go': 160763, 'Less': 53867, 'CSS': 51736, 'HTML': 11308, 'JavaScript': 4034, 'Makefile': 903, 'Dockerfile': 421}",JavaScript
protobuf,3.27.4,0,https://github.com/protocolbuffers/protobuf,"{'C++': 12932677, 'C#': 7373398, 'C': 4780274, 'Java': 4511471, 'Objective-C': 2757451, 'Python': 1388673, 'Starlark': 853062, 'PHP': 512135, 'Rust': 392577, 'Ruby': 352784, 'CMake': 147728, 'Kotlin': 140283, 'Shell': 57415, 'NASL': 29212, 'Lua': 27008, 'Swift': 25869, 'Emacs Lisp': 7886, 'Vim Script': 3805, 'Dart': 3076, 'Batchfile': 2682, 'Pawn': 1600, 'Objective-C++': 1505, 'PowerShell': 794, 'Awk': 684, 'Makefile': 580, 'M4': 438, 'RenderScript': 1}",Python
proxysql,2.7.1,0,https://github.com/sysown/proxysql,"{'C++': 6632297, 'C': 378192, 'Python': 83260, 'Makefile': 71122, 'Shell': 62117, 'Visual Basic 6.0': 12772, 'PHP': 12503, 'Perl': 6470, 'Dockerfile': 3234}",Python
prrte,3.0.6,0,https://github.com/openpmix/prrte,"{'C': 3949004, 'Shell': 461118, 'Makefile': 156731, 'Perl': 139619, 'C++': 46839, 'M4': 46481, 'Python': 7668}",Python
pstack,2.8.2,1,https://github.com/peadar/pstack,"{'C++': 400227, 'C': 49959, 'CMake': 8733, 'Python': 7568, 'Roff': 3305, 'Dockerfile': 3265, 'Shell': 184}",Python
pulumi,3.135.1,0,https://github.com/pulumi/pulumi.git,"{'Go': 10947707, 'Python': 1831098, 'TypeScript': 1446141, 'JavaScript': 1295070, 'Shell': 35514, 'Makefile': 30542, 'Dockerfile': 4668, 'C#': 1334, 'Batchfile': 952, 'Assembly': 817, 'Puppet': 89}",Python
py3.10-tensorflow-core,2.17.0,0,https://github.com/tensorflow/tensorflow,"{'C++': 99898477, 'Python': 45753431, 'MLIR': 10668346, 'HTML': 7662661, 'Starlark': 7231337, 'Go': 2171047, 'C': 1261528, 'Java': 1167181, 'Jupyter Notebook': 805736, 'Shell': 681532, 'Objective-C++': 279654, 'Objective-C': 169202, 'CMake': 148737, 'Smarty': 121587, 'Swift': 81520, 'Dockerfile': 22162, 'C#': 13585, 'Batchfile': 12126, 'Ruby': 8898, 'Perl': 7536, 'Roff': 5034, 'Cython': 3899, 'Makefile': 2845, 'CSS': 2761, 'Vim Snippet': 58}",Python
py3-absl-py,2.1.0,1,https://github.com/abseil/abseil-py/,"{'Python': 1081871, 'Starlark': 18773, 'Shell': 3396}",Python
py3-agate,1.12.0,0,https://github.com/wireservice/agate,"{'Python': 463661, 'Jupyter Notebook': 134032}",Python
py3-aiohappyeyeballs,2.4.3,0,https://github.com/aio-libs/aiohappyeyeballs,"{'Python': 82814, 'JavaScript': 244}",Python
py3-aiohttp,3.10.9,0,https://github.com/aio-libs/aiohttp/,"{'Python': 2114636, 'Cython': 38909, 'Makefile': 5203, 'Gherkin': 1599, 'Dockerfile': 298, 'C': 170, 'Shell': 148}",Python
py3-alabaster,1.0.0,0,https://github.com/bitprophet/alabaster,"{'HTML': 8136, 'Python': 5210, 'CSS': 42}",Python
py3-alembic,1.11.3,4,https://github.com/sqlalchemy/alembic,"{'Python': 1787413, 'Mako': 13584}",Python
py3-annotated-types,0.7.0,2,https://github.com/annotated-types/annotated-types,"{'Python': 26386, 'Makefile': 953}",Python
py3-antlr4-python3-runtime,4.13.2,1,https://github.com/antlr/antlr4,"{'Java': 2428240, 'C#': 1043128, 'C++': 1028139, 'Python': 952437, 'Swift': 873956, 'Dart': 587430, 'JavaScript': 500603, 'Go': 457229, 'ANTLR': 112525, 'GAP': 109926, 'Assembly': 92577, 'CMake': 35747, 'Objective-C++': 28237, 'C': 17187, 'Shell': 8062, 'Batchfile': 6675, 'Smalltalk': 2453, 'TypeScript': 804, 'Makefile': 688, 'Dockerfile': 684, 'Objective-C': 408}",Python
py3-anyio,4.6.0,2,https://github.com/agronholm/anyio,{'Python': 639774},Python
py3-appnope,0.1.4,0,https://github.com/minrk/appnope,{'Python': 6739},Python
py3-archspec,0.2.4,1,https://github.com/archspec/archspec,"{'Python': 62659, 'Dockerfile': 344}",Python
py3-argcomplete,3.5.1,0,https://github.com/kislyuk/argcomplete,"{'Python': 155196, 'Makefile': 2957}",Python
py3-argon2-cffi-bindings,21.2.0,2,https://github.com/hynek/argon2-cffi-bindings,{'Python': 8129},Python
py3-asgiref,3.8.1,0,https://github.com/django/asgiref,"{'Python': 120975, 'Makefile': 135}",Python
py3-asn1crypto,1.5.1,0,https://github.com/wbond/asn1crypto,{'Python': 918769},Python
py3-asn1-modules,0.4.1,0,https://github.com/pyasn1/pyasn1-modules,{'Python': 1399391},Python
py3-astroid,3.3.5,0,https://github.com/pylint-dev/astroid,{'Python': 1976764},Python
py3-asttokens,2.4.1,1,https://github.com/gristlabs/asttokens,"{'Python': 129454, 'Makefile': 602}",Python
py3-astunparse,1.6.3,4,https://github.com/simonpercivall/astunparse,"{'Python': 46300, 'Makefile': 874}",Python
py3-async-generator,1.1,1,https://github.com/python-trio/async_generator,"{'Python': 57741, 'Shell': 1721}",Python
py3-async-lru,2.0.4,2,https://github.com/aio-libs/async-lru,"{'Python': 33974, 'Makefile': 286}",Python
py3-attrs,24.2.0,2,https://github.com/python-attrs/attrs.git,"{'Python': 512082, 'Jinja': 799}",Python
py3-awscrt,0.22.0,0,https://github.com/awslabs/aws-crt-python,"{'Python': 822342, 'C': 400549, 'Shell': 16688, 'Batchfile': 2896, 'CMake': 2825, 'Makefile': 638, 'CSS': 79}",Python
py3-awslambdaric,2.2.1,1,https://github.com/aws/aws-lambda-python-runtime-interface-client,"{'Python': 111152, 'Shell': 13729, 'C++': 5528, 'Makefile': 2042}",Python
py3-azure-core,1.31.0,0,https://github.com/Azure/azure-sdk-for-python,"{'Python': 1073414606, 'PowerShell': 689637, 'Jupyter Notebook': 337214, 'C': 65655, 'Bicep': 55268, 'Jinja': 33631, 'JavaScript': 8137, 'CSS': 6089, 'Dockerfile': 5152, 'Shell': 3384, 'HTML': 3227, 'Batchfile': 1791}",Python
py3-azure-identity,1.18.0,0,https://github.com/Azure/azure-sdk-for-python,"{'Python': 1073414606, 'PowerShell': 689637, 'Jupyter Notebook': 337214, 'C': 65655, 'Bicep': 55268, 'Jinja': 33631, 'JavaScript': 8137, 'CSS': 6089, 'Dockerfile': 5152, 'Shell': 3384, 'HTML': 3227, 'Batchfile': 1791}",Python
py3-azure-storage-blob,12.23.1,0,https://github.com/Azure/azure-sdk-for-python,"{'Python': 1073414606, 'PowerShell': 689637, 'Jupyter Notebook': 337214, 'C': 65655, 'Bicep': 55268, 'Jinja': 33631, 'JavaScript': 8137, 'CSS': 6089, 'Dockerfile': 5152, 'Shell': 3384, 'HTML': 3227, 'Batchfile': 1791}",Python
py3-backcall,0.2.0,2,https://github.com/takluyver/backcall,"{'Python': 34970, 'Jupyter Notebook': 7456}",Python
py3-backports.tarfile,1.2.0,1,https://github.com/jaraco/backports.tarfile,{'Python': 288432},Python
py3-bcrypt,4.2.0,0,https://github.com/pyca/bcrypt,"{'Python': 18980, 'Rust': 7354}",Python
py3-beartype,0.19.0,0,https://github.com/beartype/beartype,"{'Python': 5430257, 'Shell': 43765, 'Makefile': 634}",Python
py3-beniget,0.4.2,1,https://github.com/serge-sans-paille/beniget,{'Python': 141837},Python
py3-bleach,6.1.0,2,https://github.com/mozilla/bleach,"{'Python': 690206, 'HTML': 6908, 'Shell': 1658, 'Makefile': 751}",Python
py3-blinker,1.8.2,0,https://github.com/pallets-eco/blinker/,{'Python': 34712},Python
py3-boltons,24.0.0,0,https://github.com/mahmoud/boltons,{'Python': 768005},Python
py3-boolean.py,4,1,https://github.com/bastikr/boolean.py,{'Python': 103740},Python
py3-bracex,2.5,0,https://github.com/facelessuser/bracex,"{'Python': 48404, 'Shell': 529}",Python
py3-build,1.2.2,1,https://github.com/pypa/build,{'Python': 122564},Python
py3-cachecontrol,0.14.0,3,https://github.com/psf/cachecontrol,"{'Python': 103027, 'Makefile': 907}",Python
py3-cached-property,1.5.2,2,https://github.com/pydanny/cached-property,"{'Python': 22250, 'Makefile': 1269}",Python
py3-cachetools,5.5.0,0,https://github.com/tkem/cachetools/,{'Python': 87409},Python
py3-cairo,1.27.0,0,https://github.com/pygobject/pycairo,"{'C': 366666, 'Python': 324570, 'Roff': 52283, 'Meson': 6317, 'Shell': 271}",Python
py3-calver,2022.6.26,3,https://github.com/di/calver.git,{'Python': 3907},Python
py3-canonicaljson,2.0.0,0,https://github.com/matrix-org/python-canonicaljson,{'Python': 10806},Python
py3-cassandra-driver,3.29.2,2,https://github.com/datastax/python-driver,"{'Python': 3271944, 'Cython': 52027, 'C': 28914, 'PowerShell': 5421}",Python
py3-cassandra-medusa,0.22.3,0,https://github.com/thelastpickle/cassandra-medusa,"{'Python': 687275, 'Gherkin': 64550, 'Shell': 18552, 'Dockerfile': 4685}",Python
py3-certifi,2024.08.30,1,https://github.com/certifi/python-certifi.git,"{'Python': 7815, 'Makefile': 155}",Python
py3-cffi,1.17.1,2,https://github.com/python-cffi/cffi,"{'Python': 1142192, 'C': 612245, 'Assembly': 3096, 'Batchfile': 2772}",Python
py3-chardet,5.2.0,2,https://github.com/chardet/chardet,"{'Python': 1131065, 'HTML': 14049}",Python
py3-charset-normalizer,3.3.2,7,https://github.com/jawah/charset_normalizer.git,"{'Python': 177168, 'Shell': 582}",Python
py3-cleo,2.1.0,4,https://github.com/python-poetry/cleo,"{'Python': 342296, 'Jinja': 761}",Python
py3-click-aliases,1.0.4,0,https://github.com/click-contrib/click-aliases,{'Python': 9025},Python
py3-click-option-group,0.5.6,2,https://github.com/click-contrib/click-option-group,{'Python': 49775},Python
py3-click,8.1.7,5,https://github.com/pallets/click,"{'Python': 520593, 'Shell': 165}",Python
py3-cli-helpers,2.3.1,0,https://github.com/dbcli/cli_helpers,"{'Python': 96340, 'Shell': 549}",Python
py3-cloudpickle,3.0.0,4,https://github.com/cloudpipe/cloudpickle,"{'Python': 196056, 'Shell': 227}",Python
py3-cmaes,0.11.1,0,https://github.com/CyberAgentAILab/cmaes,"{'Python': 144219, 'Shell': 3132}",Python
py3-codespell,2.3.0,0,https://github.com/codespell-project/codespell,"{'Python': 108564, 'Makefile': 1573, 'Shell': 289, 'C': 205}",Python
py3-colorama,0.4.6,7,https://github.com/tartley/colorama,"{'Python': 57581, 'PowerShell': 1928, 'Shell': 1699, 'Makefile': 1579}",Python
py3-colorlog,6.8.2,0,https://github.com/borntyping/python-colorlog,{'Python': 25965},Python
py3-commonmark,0.9.1,0,https://github.com/rtfd/commonmark.py,{'Python': 173863},Python
py3-comm,0.2.2,0,https://github.com/ipython/comm,{'Python': 12065},Python
py3-conda-libmamba-solver,24.9.0,0,https://github.com/conda/conda-libmamba-solver,"{'Python': 205034, 'HTML': 4826, 'Shell': 4789, 'Xonsh': 902}",Python
py3-conda-package-handling,2.3.0,0,https://github.com/conda/conda-package-handling,"{'Python': 85260, 'Xonsh': 1176, 'Shell': 969, 'Batchfile': 767, 'Makefile': 678}",Python
py3-conda-package-streaming,0.10.0,0,https://github.com/conda/conda-package-streaming,"{'Python': 61355, 'Batchfile': 804, 'Makefile': 678}",Python
py3-configargparse,1.7,0,https://github.com/bw2/ConfigArgParse,"{'Python': 139448, 'Shell': 1723}",Python
py3-configobj,5.0.9,0,https://github.com/DiffSK/configobj,{'Python': 217721},Python
py3-contourpy,1.3.0,0,https://github.com/contourpy/contourpy,"{'Python': 412404, 'C++': 328252, 'Meson': 3922}",Python
py3-cppy,1.2.1,2,https://github.com/nucleic/cppy,"{'C++': 9439, 'Python': 3350, 'CMake': 1823, 'C': 1213}",Python
py3-crashtest,0.4.1,4,https://github.com/sdispater/crashtest,{'Python': 16383},Python
py3-cryptography,43.0.1,3,https://github.com/pyca/cryptography/,"{'Python': 2182109, 'Rust': 774248, 'Shell': 1558}",Python
py3-cycler,0.12.1,1,https://github.com/matplotlib/cycler,{'Python': 28734},Python
py3-debugpy,1.8.6,0,https://github.com/microsoft/debugpy,"{'Python': 6500375, 'Cython': 206704, 'C++': 103291, 'Batchfile': 3119, 'HTML': 3090, 'C': 2938, 'Shell': 507}",Python
py3-decorator,5.1.1,5,https://github.com/micheles/decorator,"{'Python': 89715, 'Shell': 217, 'Makefile': 197}",Python
py3-defusedxml,0.7.1,2,https://github.com/tiran/defusedxml,"{'Python': 57281, 'CSS': 6387, 'XSLT': 1570, 'Makefile': 1373, 'Ruby': 567, 'PHP': 311, 'Perl': 150}",Python
py3-deprecated,1.2.14,2,https://github.com/tantale/deprecated,"{'Python': 67455, 'Makefile': 781}",Python
py3-deprecation,2.1.0,3,https://github.com/briancurtin/deprecation,{'Python': 27470},Python
py3-dill,0.3.9,1,https://github.com/uqfoundation/dill,{'Python': 349588},Python
py3-distlib,0.3.8,5,https://github.com/pypa/distlib,"{'Python': 1403706, 'C': 35862, 'Shell': 3612, 'HTML': 153}",Python
py3-django,5.1.1,0,https://github.com/django/django,"{'Python': 17285486, 'HTML': 250641, 'JavaScript': 157324, 'CSS': 93526, 'Smarty': 392, 'Procfile': 47}",Python
py3-docker-squash,1.2.1,0,https://github.com/goldmann/docker-squash,"{'Python': 153913, 'Makefile': 962}",Python
py3-docker,7.1.0,1,https://github.com/docker/docker-py,"{'Python': 1088282, 'Makefile': 5069, 'Dockerfile': 1547, 'Shell': 1165}",Python
py3-dulwich,0.22.1,4,https://github.com/jelmer/dulwich,"{'Python': 1785454, 'Rust': 18630, 'Shell': 4271, 'Makefile': 1465, 'C': 1251}",Python
py3-durationpy,0.9,0,https://github.com/icholy/durationpy.git,"{'Python': 7802, 'Makefile': 123}",Python
py3-editables,0.5,2,https://github.com/pfmoore/editables,{'Python': 14422},Python
py3-elfdeps,0.2.0,0,https://github.com/python-wheel-build/elfdeps,{'Python': 26675},Python
py3-entrypoints,0.4,2,https://github.com/takluyver/entrypoints,{'Python': 13047},Python
py3-escapism,1.0.1,0,https://github.com/minrk/escapism,{'Python': 6487},Python
py3-exceptiongroup,1.2.2,2,https://github.com/agronholm/exceptiongroup,{'Python': 107167},Python
py3-executing,2.1.0,0,https://github.com/alexmojaki/executing,"{'Python': 565801, 'Shell': 612}",Python
py3-expandvars,0.12.0,1,https://github.com/sayanarijit/expandvars,{'Python': 27408},Python
py3-extras,1.0.0,0,https://github.com/testing-cabal/extras,"{'Python': 12221, 'Makefile': 660}",Python
py3-fabric,3.2.2,2,https://github.com/fabric/fabric,{'Python': 330349},Python
py3-face,22.0.0,2,https://github.com/mahmoud/face,{'Python': 161933},Python
py3-fastavro,1.9.7,0,https://github.com/fastavro/fastavro,"{'Python': 562533, 'Cython': 109565, 'Shell': 4066, 'Makefile': 812, 'Batchfile': 723, 'Dockerfile': 333}",Python
py3-fastbencode,0.3.1,0,https://github.com/breezy-team/fastbencode,"{'Python': 29915, 'Cython': 13787, 'C': 1912}",Python
py3-fasteners,0.19,1,https://github.com/harlowja/fasteners,{'Python': 78243},Python
py3-fastjsonschema,2.20.0,0,https://github.com/horejsek/python-fastjsonschema,"{'Python': 148553, 'Makefile': 2055}",Python
py3-filelock,3.16.1,1,https://github.com/benediktschmitt/py-filelock,{'Python': 73348},Python
py3-flask-cors,5.0.0,0,https://github.com/corydolphin/flask-cors,{'Python': 91932},Python
py3-flit-scm,1.7.0,2,https://gitlab.com/WillDaSilva/flit_scm.git,{'Python': 736},Python
py3-fonttools,4.54.1,0,https://github.com/fonttools/fonttools,"{'Python': 6586044, 'Jupyter Notebook': 3522, 'Makefile': 352}",Python
py3-forestci,0.7,0,https://github.com/scikit-learn-contrib/forest-confidence-interval,"{'HTML': 858418, 'Python': 30196, 'TeX': 1233}",Python
py3-fromager,0.31.4,0,https://github.com/python-wheel-build/fromager,"{'Python': 331684, 'Shell': 39787, 'Rust': 232}",Python
py3-fsspec,2024.9.0,1,https://github.com/fsspec/filesystem_spec,"{'Python': 1025069, 'HTML': 1592, 'Shell': 485}",Python
py3-future,1.0.0,0,https://github.com/PythonCharmers/python-future,"{'Python': 2496037, 'Dockerfile': 2042, 'Shell': 396}",Python
py3-gast,0.6.0,2,https://github.com/serge-sans-paille/gast,{'Python': 129746},Python
py3-gcloud-aio-auth,5.3.2,1,https://github.com/talkiq/gcloud-aio,"{'Python': 384954, 'Shell': 2836}",Python
py3-gcloud-aio-storage,9.3.0,1,https://github.com/talkiq/gcloud-aio,"{'Python': 384954, 'Shell': 2836}",Python
py3-gcovr,7.2,1,https://github.com/gcovr/gcovr,"{'Python': 538199, 'C++': 96602, 'HTML': 62946, 'CSS': 13545, 'Shell': 3190, 'C': 2795, 'Starlark': 200, 'Makefile': 180}",Python
py3-gcsfs,2024.9.0,0,https://github.com/fsspec/gcsfs,{'Python': 329080},Python
py3-git-filter-repo,2.45.0,0,https://github.com/newren/git-filter-repo,"{'Python': 278059, 'Shell': 137973, 'Makefile': 6649}",Python
py3-google-api-core,2.20.0,0,https://github.com/googleapis/python-api-core,"{'Python': 950579, 'Shell': 30537, 'Dockerfile': 2243}",Python
py3-google-api-python-client,2.147.0,0,https://github.com/googleapis/google-api-python-client,"{'Python': 507206, 'Shell': 32417, 'Makefile': 1276}",Python
py3-googleapis-common-protos,1.65.0,0,https://github.com/googleapis/python-api-common-protos,"{'Python': 224534, 'Shell': 26425, 'Dockerfile': 2243}",Python
py3-google-apitools,0.5.33,2,https://github.com/google/apitools,{'Python': 835426},Python
py3-google-auth-httplib2,0.2.0,2,https://github.com/GoogleCloudPlatform/google-auth-library-python-httplib2,"{'Python': 29569, 'Shell': 28796, 'Dockerfile': 2247}",Python
py3-google-auth-oauthlib,1.2.1,0,https://github.com/GoogleCloudPlatform/google-auth-library-python-oauthlib,"{'Python': 90571, 'Shell': 30597, 'Dockerfile': 2243}",Python
py3-google-auth,2.35.0,0,https://github.com/googleapis/google-auth-library-python,"{'Python': 1793351, 'Shell': 39720, 'Dockerfile': 2243}",Python
py3-google-cloud-bigquery-storage,2.26.0,0,https://github.com/googleapis/python-bigquery-storage,"{'Python': 1688106, 'Shell': 30561, 'Dockerfile': 2243}",Python
py3-google-cloud-bigquery,3.26.0,0,https://github.com/googleapis/python-bigquery,"{'Python': 2955409, 'Shell': 31810, 'Dockerfile': 2243}",Python
py3-google-cloud-bigtable,2.26.0,0,https://github.com/googleapis/python-bigtable,"{'Python': 5327193, 'Shell': 34575, 'Dockerfile': 2243}",Python
py3-google-cloud-core,2.4.1,1,https://github.com/googleapis/python-cloud-core,"{'Python': 166115, 'Shell': 30543, 'Dockerfile': 2243}",Python
py3-google-cloud-datastore,2.20.1,0,https://github.com/googleapis/python-datastore,"{'Python': 1931522, 'Shell': 31813, 'Dockerfile': 2243}",Python
py3-google-cloud-language,2.14.0,0,https://github.com/googleapis/google-cloud-python,"{'Python': 510080029, 'Shell': 435780, 'Dockerfile': 2948, 'HTML': 154}",Python
py3-google-cloud-pubsub,2.25.2,0,https://github.com/googleapis/python-pubsub,"{'Python': 3092410, 'Shell': 33939, 'Dockerfile': 2243}",Python
py3-google-cloud-recommendations-ai,0.10.12,0,https://github.com/googleapis/google-cloud-python,"{'Python': 510080029, 'Shell': 435780, 'Dockerfile': 2948, 'HTML': 154}",Python
py3-google-cloud-spanner,3.49.1,0,https://github.com/googleapis/python-spanner,"{'Python': 5495079, 'Shell': 31756, 'Dockerfile': 3307}",Python
py3-google-cloud-storage,2.18.2,0,https://github.com/googleapis/python-storage,"{'Python': 1650222, 'Shell': 32722, 'Dockerfile': 2243}",Python
py3-google-crc32c,1.6.0,0,https://github.com/googleapis/python-crc32c,"{'Shell': 48589, 'Python': 36742, 'Batchfile': 6990, 'Dockerfile': 2243, 'C': 1428}",Python
py3-google-pasta,0.2.0,2,https://github.com/google/pasta,{'Python': 191244},Python
py3-google-resumable-media,2.7.2,0,https://github.com/googleapis/google-resumable-media-python,"{'Python': 774150, 'Shell': 29519, 'Dockerfile': 2243}",Python
py3-grpc-google-iam-v1,0.13.1,0,https://github.com/googleapis/python-grpc-google-iam-v1,"{'Python': 62498, 'Shell': 28796, 'Dockerfile': 2243}",Python
py3-grpcio-tools,1.66.2,0,https://github.com/grpc/grpc,"{'C++': 21955337, 'Python': 3927996, 'C': 1310878, 'Starlark': 1243012, 'Shell': 786524, 'Ruby': 662599, 'Objective-C': 540237, 'PHP': 494224, 'Cython': 299205, 'Objective-C++': 267584, 'Dockerfile': 216591, 'C#': 155656, 'Batchfile': 50646, 'Go': 34794, 'CMake': 33349, 'Swift': 18917, 'XSLT': 9855, 'PowerShell': 6451, 'Java': 6259, 'JavaScript': 5803, 'Awk': 5444, 'Mako': 4487, 'CSS': 1519, 'HTML': 14}",Python
py3-gunicorn,23.0.0,0,https://github.com/benoitc/gunicorn,"{'Python': 379955, 'Makefile': 373}",Python
py3-gyp-next,0.18.2,0,https://github.com/nodejs/gyp-next,"{'Python': 1516743, 'Emacs Lisp': 14363, 'C++': 653, 'Shell': 546, 'Batchfile': 201}",Python
py3-h11,0.14.0,5,https://github.com/python-hyper/h11,{'Python': 185245},Python
py3-h5py,3.12.1,2,https://github.com/h5py/h5py,"{'Python': 603503, 'Cython': 427447, 'C': 35387, 'Shell': 8102, 'Makefile': 6814, 'Batchfile': 1776, 'Xonsh': 1428}",Python
py3-hatch-fancy-pypi-readme,24.1.0,1,https://github.com/hynek/hatch-fancy-pypi-readme,{'Python': 41511},Python
py3-hatch-jupyter-builder,0.9.1,0,https://github.com/jupyterlab/hatch-jupyter-builder,"{'Python': 72361, 'TypeScript': 7918, 'JavaScript': 5244, 'Jupyter Notebook': 1002, 'Batchfile': 781, 'Makefile': 611, 'CSS': 237}",Python
py3-hatchling,1.25.0,3,https://github.com/pypa/hatch,"{'Python': 1926238, 'Starlark': 2304, 'Shell': 644, 'Dockerfile': 194}",Python
py3-hatch-nodejs-version,0.3.2,0,https://github.com/agoose77/hatch-nodejs-version,{'Python': 25735},Python
py3-hatch-vcs,0.4.0,1,https://github.com/ofek/hatch-vcs,{'Python': 25302},Python
py3-hatch,1.12.0,0,https://github.com/pypa/hatch,"{'Python': 1926238, 'Starlark': 2304, 'Shell': 644, 'Dockerfile': 194}",Python
py3-hologram,0.0.16,1,https://github.com/fishtown-analytics/hologram,{'Python': 75953},Python
py3-html5lib,1.1,3,https://github.com/html5lib/html5lib-python,"{'Python': 583317, 'HTML': 266469, 'Shell': 145}",Python
py3-httpcore,1.0.6,0,https://github.com/encode/httpcore,"{'Python': 453806, 'Shell': 2749}",Python
py3-httplib2,0.22.0,1,https://github.com/httplib2/httplib2,"{'Python': 341521, 'HTML': 61479, 'TeX': 20241, 'Shell': 12694, 'CSS': 9779}",Python
py3-httpx,0.27.2,1,https://github.com/encode/httpx,"{'Python': 586357, 'Shell': 2815}",Python
py3-huggingface-hub,0.25.1,1,https://github.com/huggingface/huggingface_hub,"{'Python': 2610715, 'Makefile': 2328}",Python
py3-humanfriendly,10.0',5,https://github.com/xolox/python-humanfriendly,"{'Python': 291537, 'Makefile': 2253, 'Shell': 1974}",Python
py3-hyperlink,21.0.0,2,https://github.com/python-hyper/hyperlink,{'Python': 180461},Python
py3-hyperopt,0.2.7,2,https://github.com/hyperopt/hyperopt,"{'Python': 527603, 'Jupyter Notebook': 143487}",Python
py3-idna,3.10',1,https://github.com/kjd/idna.git,{'Python': 391223},Python
py3-imagesize,1.4.1,1,https://github.com/shibukawa/imagesize_py,{'Python': 27203},Python
py3-importlib-metadata,8.5.0,1,https://github.com/python/importlib_metadata,{'Python': 105035},Python
py3-importlib-resources,6.4.5,1,https://github.com/python/importlib_resources,{'Python': 82177},Python
py3-influxdb-client,1.46.0,0,https://github.com/influxdata/influxdb-client-python.git,"{'Python': 4215782, 'Jupyter Notebook': 14682, 'Shell': 5761, 'Makefile': 851, 'Dockerfile': 607}",Python
py3-iniconfig,2.0.0,4,https://github.com/pytest-dev/iniconfig,{'Python': 16619},Python
py3-installer,0.7.0,9,https://github.com/pypa/installer.git,{'Python': 133104},Python
py3-invoke,2.2.0,1,https://github.com/pyinvoke/invoke,"{'Python': 711360, 'Shell': 2785}",Python
py3-ipaddress,1.0.23,2,https://github.com/phihag/ipaddress,"{'Python': 176358, 'Makefile': 1176, 'Dockerfile': 862}",Python
py3-ipython,8.16.0,1,https://github.com/ipython/ipython,"{'Python': 2529479, 'Jupyter Notebook': 958134, 'Shell': 12458, 'Makefile': 4675, 'Batchfile': 425}",Python
